OBJECTID,GEOBASID,DOWNTOWN,COMPKEY,STNAME,OID_,NAME,YEAR,SEGKEY,AAWDT,INPUT_STUD,HPMS,FLOW_COUNT,SHAPE_Length
197,5550070,N,2034,15TH AVE NE,5,"15TH AVE NE, S/O NE 45TH ST",2008,2034,12500,0, ,Y,2877.46241778613
198,99400050,N,13038,SWIFT AVE S,235,"SWIFT AVE S, NW/O S ALBRO PL",2008,13038,8500,0, ,Y,6228.657239209
199,86850010,N,11902,MONTLAKE BR,165,"MONTLAKE BR, S/O POINT A",2008,11902,57100,0, ,Y,1362.08121464884
200,131450030,N,16680,NE 145TH ST,227,"NE 145TH ST, E/O 5TH AVE NE",2008,16680,32000,0, ,Y,7977.18924707465
201,80550170,N,11209,LAKE WASHINGTON BLVD E,220,"LAKE WASHINGTON BLVD E, NW/O E MADISON ST",2008,11209,17700,0, ,Y,8760.41638430181
202,83030670,N,486569,M L KING JR WAY S NB & SB,80,"M L KING JR ER WAY S, SE/O S HOLLY ST",2008,486569,21800,0, ,Y,7186.56246330752
203,88150040,N,11970,NICKERSON ST,105,"NICKERSON ST, NW/O FLORENTIA ST",2008,11970,23700,0, ,Y,7124.19243802252
204,57350200,N,9450,BROADWAY,18,"BROADWAY, S/O E DENNY WAY",2008,9450,15800,0, ,Y,5032.1802310301
205,132850100,N,16847,NE 45TH ST,134,"NE 45TH ST, W/O ROOSEVELT WAY NE",2008,16847,36700,0, ,Y,2520.90984026314
206,9550150,Y,2757,2ND AVE,209,"2ND AVE, SE/O PIKE ST",2008,2757,15200,0, ,Y,5381.62711197991
207,93450260,N,12364,RAINIER AVE S,37,"RAINIER AVE S, NW/O S MCCLELLAN ST",2008,12364,36700,0, ,Y,5670.94220634114
208,132850170,N,16854,NE 45TH ST,228,"NE 45TH ST, E/O 16TH AVE NE",2008,16854,26300,0, ,Y,3377.29885470039
209,63450135,B,10007,DENNY WAY,215,"DENNY WAY, W/O 6TH AVE",2008,10007,22500,0, ,Y,2574.22129471089
210,162850240,N,20501,S JACKSON ST,266,"S JACKSON ST, W/O 23RD AVE S",2008,20501,12500,0, ,Y,5318.5741271663
211,83150030,N,11604,MAGNOLIA BR,221,"MAGNOLIA BR, E/O W GARFIELD ST OFF RP",2008,11604,17500,0, ,Y,8172.69442969913
212,161550180,N,20241,S HENDERSON ST,74,"S HENDERSON ST, E/O RENTON AVE S",2008,20241,10000,0, ,Y,2223.64576049447
213,139500020,N,18039,NE PACIFIC ST,137,"NE PACIFIC ST, NE/O 2ND AVE NE",2008,18039,10800,0, ,Y,7934.35111199255
214,95950080,N,12762,SEAVIEW AVE NW,75,"SEAVIEW AVE NW, N/O NW 67TH ST",2008,12762,3000,0, ,Y,16934.4066608995
215,134650290,N,17277,NE 65TH ST,230,"NE 65TH ST, W/O 25TH AVE NE",2008,17277,14700,0, ,Y,2778.45414907215
216,116500250,N,14903,E UNION ST,186,"E UNION ST, W/O 26TH AVE",2008,14903,9000,0, ,Y,5065.09180827806
217,3250020,N,1551,12TH AVE E,207,"12TH AVE E, N/O E JOHN ST",2008,1551,8400,0, ,Y,2417.62749523652
218,82930910,N,489661,M L KING JR WAY S,133,"M L KING JR WAY S, S/O S NORFOLK ST",2008,489661,25000,0, ,Y,5307.43389226279
219,82920010,N,11495,M L KING JR WAY E,261,"M L KING JR WAY E, S/O E JOHN ST",2008,11495,7500,0, ,Y,5599.15110169307
220,165650100,N,20848,S MICHIGAN ST,39,"S MICHIGAN ST, E/O 6TH AVE S",2008,20848,36600,0, ,Y,3586.29351020242
221,93450300,N,12368,RAINIER AVE S,195,"RAINIER AVE S, SE/O M L KING JR WAY S",2008,12368,29900,0, ,Y,5858.37139918552
222,116900140,N,14946,E YESLER WAY,157,"E YESLER WAY, W/O 23RD AVE",2008,14946,8600,0, ,Y,6243.18893891577
223,167350150,N,21055,S OTHELLO ST,200,"S OTHELLO ST, E/O 43RD AVE S",2008,21055,8000,0, ,Y,6539.88964673288
224,2300050,N,1408,11TH AVE NE,84,"11TH AVE NE, S/O NE 45TH ST",2008,1408,10100,0, ,Y,7370.84136383785
225,174000400,N,21861,FAUNTLEROY FERRY DOCK,78,"SW BARTON ST, SW/O FAUNTLEROY WAY SW",2008,21861,6100,0, ,Y,304.679593834093
226,178150150,N,22372,SW HOLDEN ST,201,"SW HOLDEN ST, W/O DELRIDGE WAY SW",2008,22372,5800,0, ,Y,4000.47390883548
227,65700010,Y,10224,ELLIOTT AV ON RP,22,"ELLIOTT AV ON RP, NW/O ALASKAN WY VI SB",2008,10224,15500,0, ,Y,4363.89853652904
228,94850600,N,12652,ROOSEVELT WAY NE,73,"ROOSEVELT WAY NE, S/O NE NORTHGATE WAY",2008,12652,10300,0, ,Y,9284.03718155283
229,75680010,R,489839,PIKE RAMP,260,"I5 PIKE REV RP, N/O PIKE ST",2008,489839,2600,0, ,Y,2503.77548447164
230,78150010,R,489863,UNIVERSITY ST ON RAMP,26,"I5 UNIVERSITY ON, N/O 6TH AVE",2008,489863,8800,0, ,Y,1876.98042553049
231,76600010,R,490103,JAMES ST OFF RAMP,189,"I5 JAMES OF, S/O JAMES ST",2008,490103,12100,0, ,Y,434.652986915031
232,77300010,R,489779,MELROSE AVE ON RAMP,62,"I5 OLIVE ON, N/O I5 MELROSE ON",2008,489779,15200,0, ,Y,1405.44778148369
233,78200010,R,489781,YALE ST ON RAMP,27,"I5 YALE ON, S/O HOWELL ST",2008,489781,17400,0, ,Y,448.622393892179
234,77250010,R,489829,OLIVE WAY OFF RAMP,130,"I5 OLIVE OF, S/O OLIVE WY",2008,489829,10900,0, ,Y,1120.93570241461
235,76600020,R,490084,COLUMBIA ST OFF RAMP,218,"I5 COLUMBIA OF, N/O COLUMBIA ST",2008,490084,17400,0, ,Y,314.99159596914
236,96200020,R,490079,SENECA ST OFF RAMP,160,"I5 SENECA OF, S/O 6TH AVE",2008,490079,12000,0, ,Y,1443.09187832703
237,77800010,R,490080,SPRING ST ON RAMP,219,"I5 SPRING ON, S/O 6TH AVE",2008,490080,16200,0, ,Y,424.613715661013
238,78100010,R,489864,UNION ST OFF RAMP,131,"I5 UNION OFF, N/O CONVENTION PL",2008,489864,10000,0, ,Y,309.136216965942
239,76650010,R,490110,JAMES ST ON RAMP SB,190,"I5 JAMES ON, S/O 6TH AVE",2008,490110,20000,0, ,Y,644.882326268824
240,75600010,R,490102,CHERRY ST ON RAMP NB,259,"I5 CHERRY ON, N/O CHERRY ST",2008,490102,12700,0, ,Y,1466.0193838314
241,76850010,R,490101,MADISON ST OFF RAMP,159,"I5 MADISON OF, S/O MADISON ST",2008,490101,13300,0, ,Y,1244.03245888383
242,75650010,R,490099,CHERRY ST REV RAMP,145,"I5 CHERRY REV RP, E/O CHERRY ST",2008,490099,3700,0, ,Y,225.508948316035
243,97810020,N,490543,SR99 FY,40,"SR99 FY, S/O S CLOVERDALE ST",2008,490543,37700,0, ,Y,6145.46164539635
244,13750030,N,3444,23RD AVE S,116,"23RD AVE S, S/O S JACKSON ST",2008,3444,13700,0, ,Y,5429.36245565569
245,181760010,N,22804,SW SPOKANE BR,238,"SW SPOKANE BR, W/O SW SPOKANE E ST",2008,22804,9700,0, ,Y,3997.45282891726
246,59920010,N,534681,COLMAN DOCK,2,"YESLER WAY, W/O ALASKAN WAY (COLMAN DOC ACCESS RD)",2008,534681,12300,0, ,Y,260.525766079215
247,113000390,N,14420,EAST MARGINAL WAY S,21,"EAST MARGINAL WAY S, SE/O BOEING DR",2008,14420,15500,0, ,Y,1390.10676233102
248,31500050,Y,6230,4TH AVE S,119,"4TH AVE S, S/O 2ND AV ET S",2008,6230,24000,0, ,Y,932.017380165657
249,27200140,N,5452,35TH AVE SW,148,"35TH AVE SW, S/O SW ALASKA ST",2008,5452,22400,0, ,Y,7074.60116424647
250,55650010,N,9303,BOREN AVE,252,"BOREN AVE, NW/O E YESLER WAY",2008,9303,18100,0, ,Y,3403.67355908032
251,50950010,N,8782,ALKI AVE SW,123,"ALKI AVE SW, W/O HARBOR AVE SW",2008,8782,7100,0, ,Y,19122.2761264246
252,81500030,N,11336,LEARY WAY NW,162,"LEARY WAY NW, NW/O 3RD AVE NW",2008,11336,29900,0, ,Y,5713.53060451587
253,86200680,N,11752,MERIDIAN AVE N,64,"MERIDIAN AVE N, S/O N 145TH ST",2008,11752,4900,0, ,Y,3986.47317772939
254,102580040,N,531032,WEST SEATTLE BR EB & WB,45,"WEST SEATTLE BR EB, E/O 1ST AV S OFF RP",2008,531032,82200,0, ,Y,2529.16226093915
255,53900160,N,9125,BEACON AVE S,93,"BEACON AVE S, N/O S SPOKANE ST",2008,9125,10600,0, ,Y,3460.82143500044
256,55650170,B,9318,BOREN AVE,58,"BOREN AVE, SE/O PIKE ST",2008,9318,20400,0, ,Y,1224.11373893542
257,520040,N,1270,1ST AV S BR NB,143,"1ST AV S BR NB, S/O POINT A",2008,1270,86100,0, ,Y,6772.28437414661
258,134650170,N,17265,NE 65TH ST,35,"NE 65TH ST, W/O 15TH AVE NE",2008,17265,14100,0, ,Y,1338.68197512872
259,134650170,N,17261,NE 65TH ST,0, ,0,0,0,0, , ,3446.82996582229
260,77850010,R,489775,STEWART ST RAMP,0, ,0,0,0,0, , ,1118.18221052889
261,188450151,N,23541,WEST MARGINAL WAY SW,0, ,0,0,0,0, , ,1656.74221144748
262,49000210,R,8554,9TH AVE NE ON RAMP,0, ,0,0,0,0, , ,535.121755572471
263,48900200,Y,8526,9TH AVE,0, ,0,0,0,0, , ,441.973229343263
264,59000060,Y,9664,CHERRY ST,0, ,0,0,0,0, , ,591.914847898951
265,73900020,Y,10961,HOWELL ST,0, ,0,0,0,0, , ,1657.58624769426
266,78850060,Y,11054,JAMES ST,0, ,0,0,0,0, , ,321.540353451916
267,80800090,N,11264,LAKESIDE AVE S,0, ,0,0,0,0, , ,16301.5087555508
268,13900185,N,18049,NE PACIFIC ST,0, ,0,0,0,0, , ,934.910246974077
269,139450010,N,18037,NE PACIFIC PL,0, ,0,0,0,0, , ,958.722888823952
270,89500070,Y,12047,OLIVE WAY,0, ,0,0,0,0, , ,2253.6817085208
271,89500020,Y,12042,OLIVE WAY,0, ,0,0,0,0, , ,656.269362231081
272,83000090,Y,11587,MADISON ST,0, ,0,0,0,0, , ,642.791243763925
273,91550100,Y,12205,PIKE ST,0, ,0,0,0,0, , ,1609.88443025403
274,91600080,Y,12218,PINE ST,0, ,0,0,0,0, , ,1287.49258814109
275,91600110,Y,12222,PINE ST,0, ,0,0,0,0, , ,965.915422648159
276,98000130,Y,12906,STEWART ST,0, ,0,0,0,0, , ,2307.89919145751
277,75750010,R,490100,COLUMBIA ST RAMP,0, ,0,0,0,0, , ,327.206009348479
278,97770020,N,10993,SR 522,0, ,0,0,0,0, , ,1298.29327096273
279,50000204,N,8666,ARIPORT WAY S,0, ,0,0,0,0, , ,3838.87388052175
280,169750080,N,21329,S SPOKANE ST,0, ,0,0,0,0, , ,2026.26245793351
281,139500170,N,18047,NE PACIFIC ST,0, ,0,0,0,0, , ,1488.54735639031
